sequence_id,game_id,trial_num,trial_name,condition,agent_type,agent_start_position,tree_positions,tree_rewards,tree_visibility,rows,cols,total_steps,berries_needed,agent_path_num_trees,agent_path_tree_positions,agent_path_tree_rewards,agent_path_tree_visibility,agent_path_reward,agent_path_succeeded,predicted_path_num_trees,predicted_path_num_overlapping_trees,predicted_path_tree_positions,predicted_path_tree_rewards,predicted_path_tree_visibility,predict_time_spent,observe_time_spent,practice_sequence_time_spent
9665-633ae790-15bb-4b23-b925-e2b80660f72f,5580-4ed5f77e-72e4-481e-a685-2c404735f704,4,trial_458,environment_causal,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",18474.0,6558.0,25033.0
3347-d128a13a-cec5-47d7-8cd1-312ada3bf90a,5580-4ed5f77e-72e4-481e-a685-2c404735f704,5,trial_980,environment_causal,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",9965.0,6954.0,16921.0
3062-5469926e-7d49-4ee6-8665-6381f9b99f4f,5597-00a1ecd9-6e85-4733-bfea-fbea7e80c994,0,trial_536,trait_counterfactual,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",25181.0,8835.0,34023.0
4123-4b88086c-234f-4e5c-bc79-ce61bbfd48ea,5597-00a1ecd9-6e85-4733-bfea-fbea7e80c994,1,trial_761,trait_counterfactual,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",11164.0,9621.0,20788.0
2273-e2b3b89e-d78a-486f-86d8-e0d54e7784de,5597-00a1ecd9-6e85-4733-bfea-fbea7e80c994,2,trial_830,trait_counterfactual,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,3,1,"[[10, 9], [7, 8], [5, 9]]","[3, 8, 7]","[1, 1, 1]",9988.0,9618.0,19610.0
3882-f4d4e3f0-0d7d-4ae1-ba4a-9fa394038a0d,5597-00a1ecd9-6e85-4733-bfea-fbea7e80c994,3,trial_806,trait_counterfactual,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",24774.0,9220.0,33996.0
6155-9018ca2f-a3a9-46f0-a973-042297f15169,5597-00a1ecd9-6e85-4733-bfea-fbea7e80c994,4,trial_980,trait_counterfactual,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",11887.0,9217.0,21107.0
6280-0807db5a-b46e-4370-bb21-6fbb1953c221,5597-00a1ecd9-6e85-4733-bfea-fbea7e80c994,5,trial_458,trait_counterfactual,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",29376.0,8829.0,38208.0
9885-e3f23777-d987-450c-9c49-b1e32a629a1c,5699-0173a0ed-3079-4913-bb8c-57de2a41f2a4,0,trial_536,environment_counterfactual,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",130411.0,5947.0,136363.0
4779-592b2225-6818-4e95-8084-67a88ff28f45,5699-0173a0ed-3079-4913-bb8c-57de2a41f2a4,1,trial_980,environment_counterfactual,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,0,"[[2, 1], [7, 3], [6, 4]]","[3, 9, 5]","[1, 1, 1]",38590.0,6356.0,44949.0
2969-cb86d018-462f-4bb1-8d48-f34fd7a8e770,5699-0173a0ed-3079-4913-bb8c-57de2a41f2a4,2,trial_830,environment_counterfactual,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,2,2,"[[10, 1], [9, 1]]","[2, 9]","[0, 0]",36782.0,6759.0,43544.0
0231-e2ac5f89-6e5d-4996-aef3-36acbac98e5f,5699-0173a0ed-3079-4913-bb8c-57de2a41f2a4,3,trial_458,environment_counterfactual,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",49737.0,5939.0,55680.0
6451-4aa87678-a47b-4459-bb99-c1ed59bac6fb,5699-0173a0ed-3079-4913-bb8c-57de2a41f2a4,4,trial_761,environment_counterfactual,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",16913.0,6751.0,23665.0
4435-d3dc1d8c-eecb-49ee-8210-69a0eabb4b2b,5699-0173a0ed-3079-4913-bb8c-57de2a41f2a4,5,trial_806,environment_counterfactual,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,2,"[[1, 2], [1, 7], [3, 6]]","[5, 8, 5]","[1, 0, 1]",31730.0,6352.0,38084.0
5670-e54ed4b1-f43a-4bc4-a37f-4d81ae0c1d2d,5788-59b52831-9063-4c92-84cd-21e533a5b123,0,trial_458,causal_selection,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,1,"[[8, 7], [9, 4]]","[8, 5]","[1, 1]",57392.0,7913.0,65309.0
1829-70a39996-13c6-4fa3-b0aa-e4e90df04f70,5788-59b52831-9063-4c92-84cd-21e533a5b123,1,trial_980,causal_selection,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,2,"[[2, 1], [1, 5], [2, 6]]","[3, 3, 1]","[1, 0, 0]",12295.0,8297.0,20594.0
4300-fbc7552e-7d8b-4d1b-a6bf-48eb84b4c72f,5788-59b52831-9063-4c92-84cd-21e533a5b123,2,trial_830,causal_selection,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,3,1,"[[10, 9], [7, 8], [5, 9]]","[3, 8, 7]","[1, 1, 1]",17013.0,8712.0,25727.0
6642-994003b8-bc97-4596-9d81-3b733445f678,5788-59b52831-9063-4c92-84cd-21e533a5b123,3,trial_761,causal_selection,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",10159.0,8732.0,18892.0
1872-b8fc91c9-3d4e-48de-9e06-fd7661ccd1f0,5788-59b52831-9063-4c92-84cd-21e533a5b123,4,trial_806,causal_selection,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,2,"[[1, 2], [3, 6], [1, 7]]","[5, 5, 8]","[1, 1, 0]",17042.0,8311.0,25354.0
7827-5a039d9d-7187-420d-b7ac-ba06bc17e298,5788-59b52831-9063-4c92-84cd-21e533a5b123,5,trial_536,causal_selection,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",8879.0,7907.0,16787.0
5986-030b86b7-b092-49c8-af0e-9485e35ef86b,5795-db6bfc5e-dc3b-4798-9302-55604ce7b4f3,0,trial_980,environment_causal,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",32346.0,9193.0,41541.0
6284-40ea5c50-9e7c-4a50-b671-fc22cc69bcb6,5795-db6bfc5e-dc3b-4798-9302-55604ce7b4f3,1,trial_458,environment_causal,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,0,"[[10, 2], [10, 3]]","[6, 2]","[0, 0]",49350.0,8799.0,58150.0
1480-471df197-2c7d-4dae-9e43-411c207db96f,5795-db6bfc5e-dc3b-4798-9302-55604ce7b4f3,2,trial_830,environment_causal,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,1,1,"[[9, 1]]",[9],[0],22127.0,9590.0,31718.0
4868-a20918af-1344-463a-abdd-cc9d309d9d44,5795-db6bfc5e-dc3b-4798-9302-55604ce7b4f3,3,trial_761,environment_causal,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,3,"[[1, 4], [4, 4], [6, 4], [6, 6]]","[2, 4, 9, 9]","[0, 1, 1, 1]",160747.0,9621.0,170370.0
8368-827ae074-71f8-4aab-b226-3a265b4b1505,5795-db6bfc5e-dc3b-4798-9302-55604ce7b4f3,4,trial_536,environment_causal,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,1,0,"[[9, 4]]",[8],[0],19902.0,8802.0,28706.0
6627-7bc75a8d-b23b-45d2-b05e-e7a355c774d8,5795-db6bfc5e-dc3b-4798-9302-55604ce7b4f3,5,trial_806,environment_causal,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,2,2,"[[1, 7], [4, 8]]","[8, 8]","[0, 1]",28343.0,9219.0,37563.0
9057-0dcca88b-1317-4c32-a65c-bd48637c9b0f,5858-fe3b0cdb-b04c-4dd5-a29e-0e7aab9723b3,0,trial_980,environment_causal,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",12884.0,9199.0,22085.0
4138-0b654f99-b4a3-4c18-83f6-8417624164a1,5858-fe3b0cdb-b04c-4dd5-a29e-0e7aab9723b3,1,trial_458,environment_causal,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",7279.0,8803.0,16084.0
9374-068e0c3c-b3a8-41bb-845c-cd5f36440db7,5858-fe3b0cdb-b04c-4dd5-a29e-0e7aab9723b3,2,trial_761,environment_causal,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",7862.0,9615.0,17479.0
9206-243550f5-7eb9-4e47-b7e2-76b9d14f615c,5858-fe3b0cdb-b04c-4dd5-a29e-0e7aab9723b3,3,trial_536,environment_causal,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",8684.0,8790.0,17475.0
9108-4413df34-596e-4ca5-99b0-28531239da6a,5858-fe3b0cdb-b04c-4dd5-a29e-0e7aab9723b3,4,trial_806,environment_causal,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",11392.0,9198.0,20592.0
1544-3ec8f7fb-f80d-460f-a1b6-9f3b090d7281,5858-fe3b0cdb-b04c-4dd5-a29e-0e7aab9723b3,5,trial_830,environment_causal,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,2,0,"[[7, 8], [5, 9]]","[8, 7]","[1, 1]",8343.0,9603.0,17947.0
8597-652821bb-67b6-4f99-a991-6591fe0d034d,5864-40c52c21-7b73-4c35-8008-3e4cd05287eb,0,trial_536,environment_causal,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",46802.0,8823.0,55632.0
1011-fa94dadf-d92b-44c7-a217-ccd586e4278e,5864-40c52c21-7b73-4c35-8008-3e4cd05287eb,1,trial_761,environment_causal,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",25838.0,9613.0,35453.0
8941-8cb61a96-5a1d-44ab-aedf-79ff385bc561,5864-40c52c21-7b73-4c35-8008-3e4cd05287eb,2,trial_830,environment_causal,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,3,1,"[[10, 9], [7, 8], [5, 9]]","[3, 8, 7]","[1, 1, 1]",23678.0,9634.0,33315.0
7048-da7bb83d-7596-4b8a-b7ce-8e110f4c93c0,5864-40c52c21-7b73-4c35-8008-3e4cd05287eb,3,trial_980,environment_causal,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,0,"[[2, 1], [6, 4], [7, 3]]","[3, 5, 9]","[1, 1, 1]",15860.0,9214.0,25076.0
3557-bdca870a-b117-463c-bdb9-7a89ae60d741,5864-40c52c21-7b73-4c35-8008-3e4cd05287eb,4,trial_458,environment_causal,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",23331.0,8815.0,32148.0
0562-cb398ad8-e16d-4450-9b66-b7eccce47088,5864-40c52c21-7b73-4c35-8008-3e4cd05287eb,5,trial_806,environment_causal,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",24523.0,9208.0,33734.0
3565-4b5fe0af-3015-45d2-8588-48ddde98e933,5933-0050760e-aea1-4031-b647-24de7775d2e1,0,trial_458,trait_causal,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,1,"[[8, 7], [9, 4]]","[8, 5]","[1, 1]",44803.0,8830.0,53638.0
5813-74c018ed-6164-4823-9801-5db227d40d43,5933-0050760e-aea1-4031-b647-24de7775d2e1,1,trial_806,trait_causal,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,1,"[[1, 2], [4, 4], [3, 6]]","[5, 1, 5]","[1, 1, 1]",18063.0,9251.0,27319.0
4354-62f3ccca-3f25-4505-94a2-39718df81e1e,5933-0050760e-aea1-4031-b647-24de7775d2e1,2,trial_536,trait_causal,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,1,1,"[[5, 5]]",[8],[1],12888.0,8848.0,21741.0
2004-a91e77a1-d4da-4a9d-ba90-0947e1939115,5933-0050760e-aea1-4031-b647-24de7775d2e1,3,trial_761,trait_causal,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,3,"[[1, 4], [4, 4], [6, 4], [6, 6]]","[2, 4, 9, 9]","[0, 1, 1, 1]",18680.0,9675.0,28358.0
