sequence_id,game_id,trial_num,trial_name,condition,agent_type,agent_start_position,tree_positions,tree_rewards,tree_visibility,rows,cols,total_steps,berries_needed,agent_path_num_trees,agent_path_tree_positions,agent_path_tree_rewards,agent_path_tree_visibility,agent_path_reward,agent_path_succeeded,trait_counterfactual_slider,environment_counterfactual_slider,trait_causal_slider,environment_causal_slider,causal_selection_slider,observe_time_spent,evaluate_time_spent,judgment_sequence_time_spent
2264-2b58bb8a-bc8d-4171-b096-f0ab6e78ce3e,3582-9debd071-3665-421d-a294-100e6cec12e0,13,trial_318,environment_counterfactual,optimist,"[10, 10]","[[1, 9], [9, 10], [3, 10], [9, 2], [2, 2], [8, 9], [2, 6], [9, 1], [3, 3], [6, 3]]","[9, 8, 4, 9, 6, 2, 8, 1, 4, 7]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [8, 9], [1, 9]]","[8, 2, 9]","[1, 0, 1]",19,False,,68.0,,,,8749.0,7252.0,16008.0
2393-530292b4-2105-44f2-a874-92ba061ecedd,3582-9debd071-3665-421d-a294-100e6cec12e0,14,trial_894,environment_counterfactual,optimist,"[10, 10]","[[5, 8], [7, 8], [7, 2], [9, 8], [10, 6], [5, 10], [5, 6], [9, 9], [6, 10], [8, 8]]","[2, 8, 4, 4, 6, 7, 6, 1, 2, 1]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,7,"[[9, 9], [9, 8], [8, 8], [7, 8], [5, 8], [5, 10], [6, 10]]","[1, 4, 1, 8, 2, 7, 2]","[1, 1, 1, 1, 1, 0, 0]",25,True,,2.0,,,,10377.0,6582.0,16962.0
6702-3b44ccf0-c76e-4afb-895b-fc5119dcd371,3582-9debd071-3665-421d-a294-100e6cec12e0,15,trial_955,environment_counterfactual,pessimist,"[10, 10]","[[2, 2], [4, 8], [10, 5], [2, 8], [7, 9], [1, 5], [4, 10], [2, 6], [7, 2], [3, 8]]","[1, 1, 7, 8, 1, 4, 5, 4, 5, 6]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[4, 10], [4, 8], [3, 8], [2, 8]]","[5, 1, 6, 8]","[1, 1, 1, 1]",20,True,,4.0,,,,9143.0,7762.0,16907.0
6165-5d7031bf-b3e5-4939-88fc-e476a146ad13,3582-9debd071-3665-421d-a294-100e6cec12e0,16,trial_989,environment_counterfactual,pessimist,"[1, 1]","[[2, 9], [8, 9], [8, 10], [4, 8], [5, 7], [8, 6], [7, 4], [1, 6], [1, 10], [2, 10]]","[1, 2, 4, 9, 7, 8, 3, 7, 5, 9]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",10,10,10,20,3,"[[1, 6], [1, 10], [2, 10]]","[7, 5, 9]","[0, 1, 1]",21,True,,4.0,,,,8734.0,7899.0,16639.0
3567-82541670-fe5d-4c7d-9a40-4b0664b6cd3a,3582-9debd071-3665-421d-a294-100e6cec12e0,17,trial_528,environment_counterfactual,pessimist,"[1, 1]","[[5, 4], [6, 3], [8, 2], [10, 6], [8, 1], [7, 10], [7, 3], [10, 4], [6, 10], [4, 7]]","[7, 5, 4, 6, 8, 7, 9, 4, 6, 4]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[5, 4], [6, 3], [7, 3]]","[7, 5, 9]","[1, 1, 1]",21,True,,2.0,,,,8705.0,6129.0,14839.0
7504-db20d0a6-c0fd-4a2e-98cb-4ee508bfda5d,3582-9debd071-3665-421d-a294-100e6cec12e0,18,trial_962,environment_counterfactual,pessimist,"[1, 1]","[[6, 6], [3, 7], [10, 6], [4, 2], [9, 6], [7, 9], [5, 8], [1, 3], [4, 8], [2, 3]]","[3, 8, 3, 7, 2, 8, 6, 6, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",10,10,10,20,2,"[[4, 2], [3, 7]]","[7, 8]","[1, 1]",15,False,,33.0,,,,8307.0,7197.0,15507.0
2339-c308165f-1002-47f6-9c03-2d5672db3c6f,3582-9debd071-3665-421d-a294-100e6cec12e0,19,trial_556,environment_counterfactual,pessimist,"[1, 1]","[[5, 9], [8, 6], [4, 8], [9, 8], [10, 2], [7, 8], [3, 5], [4, 1], [2, 8], [7, 1]]","[6, 3, 3, 5, 5, 2, 4, 2, 6, 2]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",10,10,10,20,2,"[[3, 5], [2, 8]]","[4, 6]","[1, 1]",10,False,,20.0,,,,8324.0,7634.0,15962.0
8514-af427285-f64a-4cf9-bae3-d77eefd0f63c,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,0,trial_863,environment_causal,optimist,"[1, 1]","[[4, 8], [2, 6], [9, 7], [10, 2], [3, 10], [6, 7], [6, 5], [7, 5], [3, 6], [5, 2]]","[6, 8, 1, 7, 2, 9, 1, 8, 1, 7]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 5], [7, 5]]","[7, 1, 8]","[0, 1, 1]",16,False,,,,30.0,,6453.0,22918.0,29373.0
4541-8c29dd48-b494-4a2a-9859-a0da042be934,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,1,trial_13_v2,environment_causal,optimist,"[10, 10]","[[7, 5], [5, 3], [4, 3], [9, 10], [1, 9], [1, 10], [6, 4], [1, 6], [1, 3], [5, 9]]","[4, 1, 1, 7, 7, 9, 3, 8, 9, 5]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [1, 10], [1, 9]]","[7, 9, 7]","[0, 0, 1]",23,True,,,,48.0,,6457.0,8767.0,15225.0
1335-8523daf1-d0e8-41f6-86af-c01ba359116a,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,2,trial_269,environment_causal,pessimist,"[1, 1]","[[3, 4], [2, 5], [9, 1], [3, 9], [10, 9], [5, 1], [5, 10], [3, 7], [5, 4], [6, 7]]","[4, 7, 2, 8, 4, 6, 9, 7, 3, 3]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[3, 4], [3, 7], [3, 9]]","[4, 7, 8]","[1, 1, 1]",19,False,,,,39.0,,6447.0,13795.0,20243.0
2244-d04ec2ef-9cbc-4635-b6c5-24756702a2ea,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,3,trial_955,environment_causal,pessimist,"[10, 10]","[[2, 2], [4, 8], [10, 5], [2, 8], [7, 9], [1, 5], [4, 10], [2, 6], [7, 2], [3, 8]]","[1, 1, 7, 8, 1, 4, 5, 4, 5, 6]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[4, 10], [4, 8], [3, 8], [2, 8]]","[5, 1, 6, 8]","[1, 1, 1, 1]",20,True,,,,64.0,,6861.0,10207.0,17069.0
7882-265091d1-c40b-44bd-9b0c-f28dab87cacd,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,4,trial_989,environment_causal,pessimist,"[1, 1]","[[2, 9], [8, 9], [8, 10], [4, 8], [5, 7], [8, 6], [7, 4], [1, 6], [1, 10], [2, 10]]","[1, 2, 4, 9, 7, 8, 3, 7, 5, 9]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",10,10,10,20,3,"[[1, 6], [1, 10], [2, 10]]","[7, 5, 9]","[0, 1, 1]",21,True,,,,31.0,,6463.0,8383.0,14846.0
8271-3fd944d7-ed29-4e53-a9aa-c6c4aaba317b,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,5,trial_528,environment_causal,pessimist,"[1, 1]","[[5, 4], [6, 3], [8, 2], [10, 6], [8, 1], [7, 10], [7, 3], [10, 4], [6, 10], [4, 7]]","[7, 5, 4, 6, 8, 7, 9, 4, 6, 4]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[5, 4], [6, 3], [7, 3]]","[7, 5, 9]","[1, 1, 1]",21,True,,,,58.0,,6463.0,8384.0,14848.0
7843-3f8671cb-e654-4150-bab7-9bc1a62346bb,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,6,trial_920,environment_causal,optimist,"[1, 1]","[[1, 5], [2, 3], [9, 9], [3, 7], [5, 6], [9, 3], [9, 10], [2, 10], [10, 9], [1, 9]]","[5, 7, 4, 6, 3, 2, 9, 8, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",10,10,10,20,3,"[[1, 5], [1, 9], [2, 10]]","[5, 7, 8]","[1, 1, 0]",20,True,,,,62.0,,6456.0,26201.0,32658.0
3507-bff10d19-d7bc-4c3c-98ae-b551900886d0,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,7,trial_859,environment_causal,pessimist,"[1, 1]","[[9, 5], [8, 1], [1, 2], [2, 8], [2, 7], [6, 10], [8, 5], [5, 7], [10, 9], [6, 8]]","[4, 5, 6, 8, 1, 1, 4, 7, 9, 6]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,3,"[[1, 2], [2, 7], [2, 8]]","[6, 1, 8]","[1, 1, 1]",15,False,,,,77.0,,6010.0,8807.0,14818.0
8091-1c3bb736-c681-4512-8cb4-afaf87ed426a,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,8,trial_629,environment_causal,optimist,"[1, 1]","[[6, 9], [3, 8], [2, 4], [1, 6], [10, 3], [9, 1], [4, 8], [5, 2], [7, 2], [6, 1]]","[7, 9, 3, 5, 5, 7, 6, 9, 4, 7]","[1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 1], [9, 1]]","[9, 7, 7]","[0, 0, 1]",23,True,,,,65.0,,6451.0,6422.0,12874.0
9636-e10100d2-73d4-4441-9659-f2ab630a99bd,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,9,trial_318,environment_causal,optimist,"[10, 10]","[[1, 9], [9, 10], [3, 10], [9, 2], [2, 2], [8, 9], [2, 6], [9, 1], [3, 3], [6, 3]]","[9, 8, 4, 9, 6, 2, 8, 1, 4, 7]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [8, 9], [1, 9]]","[8, 2, 9]","[1, 0, 1]",19,False,,,,68.0,,6459.0,14201.0,20661.0
7859-628ab9b0-4b11-4048-92d1-9bfad6b8bee1,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,10,trial_962,environment_causal,pessimist,"[1, 1]","[[6, 6], [3, 7], [10, 6], [4, 2], [9, 6], [7, 9], [5, 8], [1, 3], [4, 8], [2, 3]]","[3, 8, 3, 7, 2, 8, 6, 6, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",10,10,10,20,2,"[[4, 2], [3, 7]]","[7, 8]","[1, 1]",15,False,,,,28.0,,6053.0,10082.0,16136.0
2054-21eca14c-205f-4617-80ba-e0c801019cc2,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,11,trial_406,environment_causal,pessimist,"[1, 1]","[[4, 1], [2, 10], [2, 1], [5, 8], [8, 8], [10, 5], [1, 9], [1, 6], [6, 10], [5, 10]]","[2, 5, 1, 1, 1, 4, 8, 5, 6, 8]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[1, 6], [1, 9], [2, 10]]","[5, 8, 5]","[1, 1, 1]",18,False,,,,57.0,,6458.0,7660.0,14119.0
4735-1bc02cc9-ab20-4fcd-a628-92d51802fa3e,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,12,trial_556,environment_causal,pessimist,"[1, 1]","[[5, 9], [8, 6], [4, 8], [9, 8], [10, 2], [7, 8], [3, 5], [4, 1], [2, 8], [7, 1]]","[6, 3, 3, 5, 5, 2, 4, 2, 6, 2]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",10,10,10,20,2,"[[3, 5], [2, 8]]","[4, 6]","[1, 1]",10,False,,,,34.0,,6069.0,11029.0,17099.0
5662-4cde703b-5d6e-4119-82fd-fc10eb04f8f4,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,13,trial_82,environment_causal,pessimist,"[1, 1]","[[2, 7], [4, 8], [3, 6], [1, 8], [5, 4], [1, 3], [9, 7], [8, 2], [8, 4], [7, 3]]","[1, 2, 6, 7, 7, 5, 8, 7, 3, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 0, 1]",10,10,10,20,3,"[[1, 3], [5, 4], [7, 3]]","[5, 7, 8]","[0, 1, 1]",20,True,,,,64.0,,6462.0,26165.0,32628.0
2431-1a7e9bfd-4423-496a-87ce-e7f393fc92c3,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,14,trial_453,environment_causal,optimist,"[1, 1]","[[3, 6], [1, 7], [1, 2], [9, 4], [6, 5], [6, 6], [2, 3], [10, 1], [5, 7], [10, 6]]","[8, 6, 3, 7, 9, 3, 4, 7, 8, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]",10,10,10,20,4,"[[1, 2], [2, 3], [6, 5], [6, 6]]","[3, 4, 9, 3]","[1, 0, 1, 0]",19,False,,,,34.0,,6862.0,13607.0,20471.0
6243-8b2c1438-89cc-4297-a1d7-8dc2e5f91adc,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,15,trial_825,environment_causal,optimist,"[10, 10]","[[10, 4], [3, 1], [10, 7], [3, 5], [7, 4], [1, 6], [1, 10], [5, 4], [2, 10], [6, 7]]","[5, 8, 7, 7, 4, 2, 7, 8, 8, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[10, 7], [10, 4], [7, 4]]","[7, 5, 4]","[1, 0, 1]",16,False,,,,75.0,,6238.0,5912.0,12151.0
0861-58443cbb-55bf-43c9-a6f6-b5ea190ad028,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,16,trial_740,environment_causal,pessimist,"[1, 1]","[[7, 5], [7, 1], [3, 5], [8, 7], [7, 7], [3, 3], [5, 2], [2, 9], [1, 2], [1, 9]]","[8, 2, 6, 7, 1, 4, 8, 3, 8, 3]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[1, 2], [5, 2], [7, 5]]","[8, 8, 8]","[1, 1, 1]",24,True,,,,32.0,,6460.0,6661.0,13122.0
0746-eef848a3-ccfa-47ae-9c2b-4778bd9f7a35,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,17,trial_374,environment_causal,optimist,"[1, 1]","[[8, 2], [3, 5], [1, 5], [9, 9], [5, 6], [5, 3], [10, 8], [6, 4], [8, 3], [4, 10]]","[3, 8, 4, 4, 2, 3, 3, 4, 6, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",10,10,10,20,3,"[[5, 3], [8, 3], [8, 2]]","[3, 6, 3]","[0, 0, 0]",12,False,,,,25.0,,6464.0,7891.0,14356.0
9975-aaa885c8-530f-421f-aba0-bb07a2591ffb,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,18,trial_894,environment_causal,optimist,"[10, 10]","[[5, 8], [7, 8], [7, 2], [9, 8], [10, 6], [5, 10], [5, 6], [9, 9], [6, 10], [8, 8]]","[2, 8, 4, 4, 6, 7, 6, 1, 2, 1]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,7,"[[9, 9], [9, 8], [8, 8], [7, 8], [5, 8], [5, 10], [6, 10]]","[1, 4, 1, 8, 2, 7, 2]","[1, 1, 1, 1, 1, 0, 0]",25,True,,,,89.0,,8071.0,6393.0,14465.0
3853-a1c61a58-16d2-40cf-be0c-1cd62dff8749,3615-6b1a9568-141a-40a8-bfc0-c4c0881298a3,19,trial_553,environment_causal,optimist,"[10, 10]","[[3, 8], [4, 10], [3, 1], [9, 3], [6, 4], [5, 7], [8, 8], [10, 9], [6, 9], [4, 4]]","[7, 4, 6, 6, 1, 6, 8, 8, 5, 9]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[10, 9], [8, 8], [6, 9], [4, 10]]","[8, 8, 5, 4]","[1, 1, 0, 0]",25,True,,,,70.0,,6862.0,6617.0,13480.0
4957-2feb9332-5ff5-43cc-b80a-304d8b757238,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,0,trial_629,trait_counterfactual,optimist,"[1, 1]","[[6, 9], [3, 8], [2, 4], [1, 6], [10, 3], [9, 1], [4, 8], [5, 2], [7, 2], [6, 1]]","[7, 9, 3, 5, 5, 7, 6, 9, 4, 7]","[1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 1], [9, 1]]","[9, 7, 7]","[0, 0, 1]",23,True,47.0,,,,,6096.0,26933.0,33030.0
5621-8c3e1230-716b-49bf-a687-b6a31a48b30c,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,1,trial_13_v2,trait_counterfactual,optimist,"[10, 10]","[[7, 5], [5, 3], [4, 3], [9, 10], [1, 9], [1, 10], [6, 4], [1, 6], [1, 3], [5, 9]]","[4, 1, 1, 7, 7, 9, 3, 8, 9, 5]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [1, 10], [1, 9]]","[7, 9, 7]","[0, 0, 1]",23,True,11.0,,,,,6089.0,14736.0,20826.0
5191-d3b84ed5-ad91-4d3e-b435-e240af7d35f1,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,2,trial_740,trait_counterfactual,pessimist,"[1, 1]","[[7, 5], [7, 1], [3, 5], [8, 7], [7, 7], [3, 3], [5, 2], [2, 9], [1, 2], [1, 9]]","[8, 2, 6, 7, 1, 4, 8, 3, 8, 3]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[1, 2], [5, 2], [7, 5]]","[8, 8, 8]","[1, 1, 1]",24,True,62.0,,,,,6087.0,14683.0,20771.0
0938-588f8a3a-0c81-4945-ad94-2dd104148b54,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,3,trial_859,trait_counterfactual,pessimist,"[1, 1]","[[9, 5], [8, 1], [1, 2], [2, 8], [2, 7], [6, 10], [8, 5], [5, 7], [10, 9], [6, 8]]","[4, 5, 6, 8, 1, 1, 4, 7, 9, 6]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,3,"[[1, 2], [2, 7], [2, 8]]","[6, 1, 8]","[1, 1, 1]",15,False,8.0,,,,,5712.0,20454.0,26167.0
5385-dffc17ee-e632-4696-87d3-85ca73e0fda3,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,4,trial_553,trait_counterfactual,optimist,"[10, 10]","[[3, 8], [4, 10], [3, 1], [9, 3], [6, 4], [5, 7], [8, 8], [10, 9], [6, 9], [4, 4]]","[7, 4, 6, 6, 1, 6, 8, 8, 5, 9]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[10, 9], [8, 8], [6, 9], [4, 10]]","[8, 8, 5, 4]","[1, 1, 0, 0]",25,True,12.0,,,,,6520.0,10420.0,16941.0
3227-334a0f9b-078f-48ea-bcbb-c9ae85b2dfa3,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,5,trial_962,trait_counterfactual,pessimist,"[1, 1]","[[6, 6], [3, 7], [10, 6], [4, 2], [9, 6], [7, 9], [5, 8], [1, 3], [4, 8], [2, 3]]","[3, 8, 3, 7, 2, 8, 6, 6, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",10,10,10,20,2,"[[4, 2], [3, 7]]","[7, 8]","[1, 1]",15,False,60.0,,,,,5701.0,7369.0,13070.0
2007-a0a07d28-54b4-4706-883b-a95050740337,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,6,trial_406,trait_counterfactual,pessimist,"[1, 1]","[[4, 1], [2, 10], [2, 1], [5, 8], [8, 8], [10, 5], [1, 9], [1, 6], [6, 10], [5, 10]]","[2, 5, 1, 1, 1, 4, 8, 5, 6, 8]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[1, 6], [1, 9], [2, 10]]","[5, 8, 5]","[1, 1, 1]",18,False,62.0,,,,,6099.0,7029.0,13128.0
3254-fc6dd199-46b5-47ed-83e8-ad69ae9c5d32,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,7,trial_920,trait_counterfactual,optimist,"[1, 1]","[[1, 5], [2, 3], [9, 9], [3, 7], [5, 6], [9, 3], [9, 10], [2, 10], [10, 9], [1, 9]]","[5, 7, 4, 6, 3, 2, 9, 8, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",10,10,10,20,3,"[[1, 5], [1, 9], [2, 10]]","[5, 7, 8]","[1, 1, 0]",20,True,34.0,,,,,6114.0,18958.0,25072.0
3572-7e4ab2cc-033e-49f4-a308-f3d21ba988c5,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,8,trial_269,trait_counterfactual,pessimist,"[1, 1]","[[3, 4], [2, 5], [9, 1], [3, 9], [10, 9], [5, 1], [5, 10], [3, 7], [5, 4], [6, 7]]","[4, 7, 2, 8, 4, 6, 9, 7, 3, 3]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[3, 4], [3, 7], [3, 9]]","[4, 7, 8]","[1, 1, 1]",19,False,67.0,,,,,6100.0,6501.0,12603.0
5114-c4c00c44-4563-4742-8e57-b21e904b4770,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,9,trial_989,trait_counterfactual,pessimist,"[1, 1]","[[2, 9], [8, 9], [8, 10], [4, 8], [5, 7], [8, 6], [7, 4], [1, 6], [1, 10], [2, 10]]","[1, 2, 4, 9, 7, 8, 3, 7, 5, 9]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",10,10,10,20,3,"[[1, 6], [1, 10], [2, 10]]","[7, 5, 9]","[0, 1, 1]",21,True,59.0,,,,,6118.0,15580.0,21699.0
8523-07239877-e875-4378-9f63-e5e73ae22cd3,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,10,trial_825,trait_counterfactual,optimist,"[10, 10]","[[10, 4], [3, 1], [10, 7], [3, 5], [7, 4], [1, 6], [1, 10], [5, 4], [2, 10], [6, 7]]","[5, 8, 7, 7, 4, 2, 7, 8, 8, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[10, 7], [10, 4], [7, 4]]","[7, 5, 4]","[1, 0, 1]",16,False,29.0,,,,,5925.0,12289.0,18215.0
7980-b8fb72a3-b33e-4ceb-a716-1ee24d7dd668,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,11,trial_556,trait_counterfactual,pessimist,"[1, 1]","[[5, 9], [8, 6], [4, 8], [9, 8], [10, 2], [7, 8], [3, 5], [4, 1], [2, 8], [7, 1]]","[6, 3, 3, 5, 5, 2, 4, 2, 6, 2]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",10,10,10,20,2,"[[3, 5], [2, 8]]","[4, 6]","[1, 1]",10,False,91.0,,,,,5700.0,8531.0,14232.0
3576-595c8f59-4ea0-4ed2-80c7-7e0cfd61ac6d,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,12,trial_82,trait_counterfactual,pessimist,"[1, 1]","[[2, 7], [4, 8], [3, 6], [1, 8], [5, 4], [1, 3], [9, 7], [8, 2], [8, 4], [7, 3]]","[1, 2, 6, 7, 7, 5, 8, 7, 3, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 0, 1]",10,10,10,20,3,"[[1, 3], [5, 4], [7, 3]]","[5, 7, 8]","[0, 1, 1]",20,True,35.0,,,,,6119.0,8434.0,14554.0
0461-3926e77f-966f-4b3f-87c7-9ab5fb0a37dc,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,13,trial_318,trait_counterfactual,optimist,"[10, 10]","[[1, 9], [9, 10], [3, 10], [9, 2], [2, 2], [8, 9], [2, 6], [9, 1], [3, 3], [6, 3]]","[9, 8, 4, 9, 6, 2, 8, 1, 4, 7]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [8, 9], [1, 9]]","[8, 2, 9]","[1, 0, 1]",19,False,32.0,,,,,6099.0,12217.0,18317.0
1788-2e108de4-86c7-4cdd-bcf3-035318be9e27,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,14,trial_453,trait_counterfactual,optimist,"[1, 1]","[[3, 6], [1, 7], [1, 2], [9, 4], [6, 5], [6, 6], [2, 3], [10, 1], [5, 7], [10, 6]]","[8, 6, 3, 7, 9, 3, 4, 7, 8, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]",10,10,10,20,4,"[[1, 2], [2, 3], [6, 5], [6, 6]]","[3, 4, 9, 3]","[1, 0, 1, 0]",19,False,56.0,,,,,6518.0,7727.0,14247.0
0803-c558e904-82e1-46bf-9662-e273edb1fea7,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,15,trial_863,trait_counterfactual,optimist,"[1, 1]","[[4, 8], [2, 6], [9, 7], [10, 2], [3, 10], [6, 7], [6, 5], [7, 5], [3, 6], [5, 2]]","[6, 8, 1, 7, 2, 9, 1, 8, 1, 7]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 5], [7, 5]]","[7, 1, 8]","[0, 1, 1]",16,False,70.0,,,,,6118.0,8774.0,14893.0
7206-661e77b4-e351-4100-a9ef-ee19873ba9bf,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,16,trial_374,trait_counterfactual,optimist,"[1, 1]","[[8, 2], [3, 5], [1, 5], [9, 9], [5, 6], [5, 3], [10, 8], [6, 4], [8, 3], [4, 10]]","[3, 8, 4, 4, 2, 3, 3, 4, 6, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",10,10,10,20,3,"[[5, 3], [8, 3], [8, 2]]","[3, 6, 3]","[0, 0, 0]",12,False,8.0,,,,,6119.0,25887.0,32007.0
8588-508fc8b7-ed38-4ab1-92e3-be22a8168252,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,17,trial_955,trait_counterfactual,pessimist,"[10, 10]","[[2, 2], [4, 8], [10, 5], [2, 8], [7, 9], [1, 5], [4, 10], [2, 6], [7, 2], [3, 8]]","[1, 1, 7, 8, 1, 4, 5, 4, 5, 6]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[4, 10], [4, 8], [3, 8], [2, 8]]","[5, 1, 6, 8]","[1, 1, 1, 1]",20,True,8.0,,,,,6524.0,9850.0,16376.0
1044-fa41c71a-b9c1-44c2-85ef-f8e668b6505c,3731-21ba0c4b-8f35-4818-a47d-04fa25df76a0,18,trial_894,trait_counterfactual,optimist,"[10, 10]","[[5, 8], [7, 8], [7, 2], [9, 8], [10, 6], [5, 10], [5, 6], [9, 9], [6, 10], [8, 8]]","[2, 8, 4, 4, 6, 7, 6, 1, 2, 1]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,7,"[[9, 9], [9, 8], [8, 8], [7, 8], [5, 8], [5, 10], [6, 10]]","[1, 4, 1, 8, 2, 7, 2]","[1, 1, 1, 1, 1, 0, 0]",25,True,5.0,,,,,7707.0,7209.0,14918.0
